Title,Artist,Nationality,Gender,BeginDate,EndDate,release_year,Department,appt_made_date
"THE FROG WHO BECAME AS BIG AS AN OX (plate; volume I, folio 7) from FABLES",Marc Chagall,(French),(Male),-1887,-1985,2017s,**Prints & Illustrated Books**,2015-05-15T00:00:00
Cube Container,Thomas W. Winstead,(American),(Male),-1918,,2016,**Architecture & Design**,2015-05-18T00:00:00
Headpiece (page 343) from FABLES,Thomas Bewick,(British),(Male),-1753,-1828,2017C,**Prints & Illustrated Books**,2015-05-14T00:00:00
"The Grand Canyon, Arizona",Martin Parr,(British),(Male),-1952,,2017(,**Photography**,2015-05-14T00:00:00
"Plate 1 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,(American),(Female),-1911,-2010,2016,**Prints & Illustrated Books**,2015-05-14T00:00:00
Plate (folio 7 verso) from OLYMPIA COUPABLE (HISTOIRE VRAIE),Hélène Delprat,(German),(Female),-1957,,2016),**Prints & Illustrated Books**,2015-05-14T00:00:00
"PSALM 39, plate 15 (page 37) from PSAUMES DE DAVID",Marc Chagall,(French),(Male),-1887,-1985,2017s,**Prints & Illustrated Books**,2015-05-15T00:00:00
Sculptor [Kurt Schwippert],August Sander,(German),(Male),-1876,-1964,2016,**Photography**,2015-05-14T00:00:00
Dessert Project (Paradigm Shift),Yuken Teruya,(Japanese),(Male),-1973,,2017C,**Drawings**,2015-05-14T00:00:00
"Ringside, Professional Fighters, Atlantic City, New Jersey",Ken Graves,(American),(Male),-1942,,2017(,**Photography**,2015-05-14T00:00:00
Untitled (page from Sump),Jerome Neuner,(American),(Male),-1945,,2016,**Photography**,2015-05-14T00:00:00
Terminologia Geografica from Insicuro Noncurante,Alighiero Boetti,(Italian),(Male),-1940,-1994,2017),**Prints & Illustrated Books**,2015-05-15T00:00:00
Fluxus 1,Various Artists,(),(),,,2016C,**Prints & Illustrated Books**,2015-05-18T00:00:00
In-text plate (page 207) from DAPHNIS ET CHLOÉ,Pierre Bonnard,(French),(Male),-1867,-1947,1992S,**Prints & Illustrated Books**,2015-05-15T00:00:00
One Evening,Abby Leigh,(American),(Female),-1948,,2001),**Prints & Illustrated Books**,2015-05-14T00:00:00
View from a Carriage Window,František Kupka,(Czech),(Male),-1871,-1957,2006,**Drawings**,2015-05-14T00:00:00
Week End,Luigi Ghirri,(Italian),(Male),-1943,-1992,2016),**Photography**,2015-05-18T00:00:00
Cabaret Crusades: The Secrets of Karbala,Wael Shawky,(Egyptian),(Male),-1971,,2001S,**Media and Performance Art**,2015-05-14T00:00:00
Untitled from Secret Knots,Terry Winters,(American),(Male),-1949,,2017,**Prints & Illustrated Books**,2015-05-14T00:00:00
Meet The Residents,Residents,(American),(),-1972,,2016s,**Prints & Illustrated Books**,2015-05-14T00:00:00
Tailpiece (page 35) from SYLVIE,Pierre Laprade,(French),(Male),-1875,-1931,2017s,**Prints & Illustrated Books**,2015-05-14T00:00:00
"Viarmes, château",Eugène Atget,(French),(Male),-1857,-1927,2013,**Photography**,2015-05-14T00:00:00
Czechoslovakia,Josef Koudelka,(Czech),(Male),-1938,,2016),**Photography**,2015-05-15T00:00:00
The Navarasa Suite from the series Bombay Photo Studio,Pushpamala N,(Indian),(Female),-1956,,2017s,**Photography**,2015-05-18T00:00:00
Tailpiece (page 66) from LES HOMMES ABANDONNÉS,Maurice de Vlaminck,(French),(Male),-1876,-1958,2016,**Prints & Illustrated Books**,2015-05-18T00:00:00
The Big Umbrella Martinique (SMAK),Aleksandra Mir,(American),(Female),-1967,,2017C,**Prints & Illustrated Books**,2015-05-14T00:00:00
"New Music Media, Karuizawa Music Center Seminar House, August 6, PM 5:00-August 7, AM 5:00",Takahisa Kamijyo,(Japanese),(Male),-1940,,2017(,**Architecture & Design**,2015-05-15T00:00:00
Architektur Lichtbilder Vortrag Professor Hans Poelzig,Herbert Bayer,(American),(Male),-1900,-1985,2016,**Architecture & Design**,2015-05-15T00:00:00
La Femme Visible,Salvador Dalí,(Spanish),(Male),-1904,-1989,2016),**Prints & Illustrated Books**,2015-05-14T00:00:00
Nude with Necklace (Nu au collier),Henri Matisse,(French),(Male),-1869,-1954,2017s,**Prints & Illustrated Books**,2015-05-14T00:00:00
Large Illumination Drawings,Simone Forti,(American),(Female),-1935,,2016,**Drawings**,2015-05-15T00:00:00
Teapot,Peter Behrens,(German),(Male),-1868,-1940,2017C,**Architecture & Design**,2015-05-15T00:00:00
Cabaret Crusades: The Path to Cairo,Wael Shawky,(Egyptian),(Male),-1971,,2017(,**Media and Performance Art**,2015-05-14T00:00:00
"The Bright Side postcard for ""Bauhaus Exhibition Weimar 1923"" (Die heitere Seite Postkarte zur ""Bauhaus-Ausstellung Weimar 1923"")",Paul Klee,(German),(Male),-1879,-1940,2016,**Prints & Illustrated Books**,2015-05-18T00:00:00
The Watering Hole II,Lyle Ashton Harris,(American),(Male),-1964,,2017),**Photography**,2015-05-14T00:00:00
Serious Games II: Three Dead,Harun Farocki,(German),(Male),-1944,-2014,2016C,**Media and Performance Art**,2015-05-14T00:00:00
"May Day, Moscow",Diego Rivera,(Mexican),(Male),-1886,-1957,1992S,**Drawings**,2015-05-15T00:00:00
Muzički Biennale Zagreb,Ivan Picelj,(Croatian),(Male),-1924,-2011,2001),**Architecture & Design**,2015-05-15T00:00:00
The Wrong Times,Aleksandra Mir,(American),(Female),-1967,,2006,**Prints & Illustrated Books**,2015-05-14T00:00:00
S. J. Perlman,Ralph Steiner,(American),(Male),-1899,-1986,2016),**Photography**,2015-05-14T00:00:00
Untitled from Man,Liliana Porter,(American),(Female),-1941,,2001S,**Prints & Illustrated Books**,2015-05-14T00:00:00
Foto-Typographie,Kurt Schwitters,(German),(Male),-1887,-1948,2017,**Architecture & Design**,2015-05-15T00:00:00
Fire,Pat Candido/The New York Daily News,(Nationality unknown),(),,,2016s,**Photography**,2015-05-14T00:00:00
Untitled from Twenty-two Constructions from 1967,Fred Sandback,(American),(Male),-1943,-2003,2017s,**Prints & Illustrated Books**,2015-05-14T00:00:00
Untitled from Metaphores and Metamorphoses Metaphores and Metamorphoses V,Hedda Sterne,(American),(Female),-1910,,2013,**Prints & Illustrated Books**,2015-05-15T00:00:00
Space History,Nick Mauss,(American),(Male),-1980,,2016),**Drawings**,2015-05-14T00:00:00
Dunes,Augustus Vincent Tack,(American),(Male),-1870,-1949,2017s,**Painting & Sculpture**,2015-05-18T00:00:00
American Riding Act (Amerikanischer Reitakt) from the portfolio Circus (Zirkus),Otto Dix,(German),(Male),-1891,-1969,2016,**Prints & Illustrated Books**,2015-05-15T00:00:00
Un coup de dés jamais n'abolira le hasard (A throw of the dice will never abolish chance),Marcel Broodthaers,(Belgian),(Male),-1924,-1976,2017C,**Prints & Illustrated Books**,2015-05-18T00:00:00
"Rooster (plate, folio 18) from A Little Book of Natural History",Leonard Baskin,(American),(Male),-1922,-2000,2017(,**Prints & Illustrated Books**,2015-05-14T00:00:00
Untitled (After Joan Miró),Sherrie Levine,(American),(Female),-1947,,2016,**Drawings**,2015-05-15T00:00:00
Plate (folio 58) from TRES POEMAS/THREE POEMS,Robert Motherwell,(American),(Male),-1915,-1991,2016),**Prints & Illustrated Books**,2015-05-18T00:00:00
"Competition for Chairs and Tables, Festival of Misfits, ICA, London, October 23- November 8, 1962",Daniel Spoerri,(Swiss),(Male),-1930,,2017s,**Prints & Illustrated Books**,2015-05-14T00:00:00
Plate (folio 22) from MADRIGAUX,Raoul Dufy,(French),(Male),-1877,-1953,2016,**Prints & Illustrated Books**,2015-05-14T00:00:00
HEURTOIR. 20 RUE DE VARENNE,Eugène Atget,(French),(Male),-1857,-1927,2017C,**Photography**,2015-05-14T00:00:00
Unused preparatory drawing for In Memory of My Feelings,Niki de Saint Phalle,(French),(Female),-1930,-2002,2017(,**Prints & Illustrated Books**,2015-05-15T00:00:00
"Western Addition, San Francisco, California",Dorothea Lange,(American),(Female),-1895,-1965,2016,**Photography**,2015-05-14T00:00:00
"""J""",Otto Treumann,(Dutch),(Male),-1919,,2017),**Architecture & Design**,2015-05-14T00:00:00
Tailpiece (back cover) from Phantastische Gebete,Jean (Hans) Arp,(French),(Male),-1886,-1966,2016C,**Prints & Illustrated Books**,2015-05-15T00:00:00
Do Not Abandon Me,Louise Bourgeois,(American),(Female),-1911,-2010,1992S,**Prints & Illustrated Books**,2015-05-14T00:00:00
"Cementerio de la Ciudad Abierta, Ritoque, Chile",Juan Baixas,(Chilean),(Male),-1942,,2001),**Architecture & Design**,2015-05-15T00:00:00
Door Handle (model FSB 1046),Johannes Potente,(German),(Male),-1908,-1987,2006,**Architecture & Design**,2015-05-19T00:00:00
Maine,Max Weber,(American),(Male),-1881,-1961,2016),**Drawings**,2015-05-19T00:00:00
Grocer and Hardware Dealer,August Sander,(German),(Male),-1876,-1964,2001S,**Photography**,2015-05-19T00:00:00
"Clem with Bebe, Lexington",Nicholas Nixon,(American),(Male),-1947,,2017,**Photography**,2015-05-19T00:00:00
Untitled from Reconstructions,Huma Bhabha,(American),(Female),-1962,,2016s,**Prints & Illustrated Books**,2015-05-19T00:00:00
"IIT Master Plan, Chicago, Illinois (Exterior perspective sketch, structural detail)",Ludwig Mies van der Rohe,(American),(Male),-1886,-1969,2017s,**Architecture & Design**,2015-05-19T00:00:00
Color separation for Figure in Red (Personnage au costume rouge),Jean Dubuffet,(French),(Male),-1901,-1985,2013,**Prints & Illustrated Books**,2015-05-19T00:00:00
Untitled. (squinting teenage boy in denim vest),Michael Schmidt,(German),(Male),-1945,-2014,2016),**Photography**,2015-05-19T00:00:00
"June 11, 1973",Melissa Shook,(American),(Female),-1939,,2017s,**Photography**,2015-05-19T00:00:00
"Banco Pinto & Sotto Mayor, Oliveira de Azeméis, Portugal (Perspective sketches)",Álvaro Siza,(Portuguese),(Male),-1933,,2016,**Architecture & Design**,2015-05-19T00:00:00
Machine Gun,Pino Pascali,(Italian),(Male),-1935,-1968,2017C,**Painting & Sculpture**,2015-05-19T00:00:00
The Clerical Calavera (La Calavera clerical),José-Guadalupe Posada,(Mexican),(Male),-1852,-1913,2017(,**Prints & Illustrated Books**,2015-05-19T00:00:00
British World War II Poster,Unknown,(Nationality Unknown),(),,,2016,**Architecture & Design**,2015-05-19T00:00:00
"""The Hull that Carries the Hopes of British Yachtsmen""",Times Wide World Photos,(American),(),-1919,-1941,2016),**Photography**,2015-05-19T00:00:00
Rug,John Ferren,(American),(Male),-1905,-1970,2017s,**Architecture & Design**,2015-05-19T00:00:00
Warsaw,Henri Cartier-Bresson,(French),(Male),-1908,-2004,2016,**Photography**,2015-05-19T00:00:00
(Striped tent),Toshio Matsumoto,(Japanese),(Male),-1932,-2017,2017C,**Photography**,2015-05-19T00:00:00
Musée–Museum,Marcel Broodthaers,(Belgian),(Male),-1924,-1976,2017(,**Prints & Illustrated Books**,2015-05-19T00:00:00
Study for Sculpture,Julio González,(Spanish),(Male),-1876,-1942,2016,**Drawings**,2015-05-19T00:00:00
"Clara, Bess, and baby (plate, facing page 87) from Porgy & Bess",Kara Walker,(American),(Female),-1969,,2017),**Prints & Illustrated Books**,2015-05-19T00:00:00
Digits from the Wildwood,James Rosenquist,(American),(Male),-1933,-2017,2016C,**Drawings**,2015-05-19T00:00:00
"Flight to Pagan, Burma",Leo Rubinfien,(American),(Male),-1953,,1992S,**Photography**,2015-05-19T00:00:00
In-text plate (folio 8 verso) from FRAGMENTS,Marcel Mathys,(Swiss),(Male),-1933,,2001),**Prints & Illustrated Books**,2015-05-19T00:00:00
Pictorial initial V (page 224) from LES PETITES FLEURS,Émile Bernard,(French),(Male),-1868,-1941,2006,**Prints & Illustrated Books**,2015-05-19T00:00:00
CORRUGATED IRON ROOF,Brett Weston,(American),(Male),-1911,-1993,2016),**Photography**,2015-05-19T00:00:00
Set design for Cuckold's Fair,Joan Junyer,(American),(Male),-1904,-1994,2001S,**Drawings**,2015-05-19T00:00:00
Study for Labyrinth for White Mice,Luis Fernando Benedit,(Argentine),(Male),-1937,-2011,2017,**Drawings**,2015-05-19T00:00:00
Spiraling Eyes,Louise Bourgeois,(American),(Female),-1911,-2010,2016s,**Prints & Illustrated Books**,2015-05-19T00:00:00
Green Curves from the series Line Form Color,Ellsworth Kelly,(American),(Male),-1923,-2015,2017s,**Drawings**,2015-05-19T00:00:00
Glen Baxter Presents...,Glen Baxter,(British),(Male),,,2013,**Prints & Illustrated Books**,2015-05-15T00:00:00
"Duplicate of plate from page 239 (plate 28, 1st supplementary suite) from LE SATYRICON",André Derain,(French),(Male),-1880,-1954,2016),**Prints & Illustrated Books**,2015-05-15T00:00:00
"Untitled from The Bride Stripped Bare by Her Bachelors, Even (The Green Box) (La mariée mise à nu par ses célibataires, même [Boîte verte])",Marcel Duchamp,(American),(Male),-1887,-1968,2017s,**Prints & Illustrated Books**,2015-05-15T00:00:00
The Clash,Unknown,(Nationality unknown),(),,,2016,**Architecture & Design**,2015-05-15T00:00:00
"Pittsburgh, Pennsylvania",Lee Friedlander,(American),(Male),-1934,,2017C,**Photography**,2015-05-15T00:00:00
Untitled from Favorite Objects,Christian Boltanski,(French),(Male),-1944,,2017(,**Prints & Illustrated Books**,2015-05-15T00:00:00
Untitled (Para Ti),Dr. Lakra (Jerónimo López Ramírez),(Mexican),(Male),-1970,,2016,**Drawings**,2015-05-15T00:00:00
Flux Clippings,Ken Friedman,(American),(Male),-1939,,2016),**Prints & Illustrated Books**,2015-05-15T00:00:00
Close No. 118 High Street,Thomas Annan,(British),(Male),-1829,-1887,2017s,**Photography**,2015-05-15T00:00:00
2 Shoes (for PARKETT no. 32),Sherrie Levine,(American),(Female),-1947,,2016,**Prints & Illustrated Books**,2015-05-15T00:00:00
"BJØRNØYA, BARENTS SEA",Stuart Klipper,(American),(Male),-1941,,2017C,**Photography**,2015-05-15T00:00:00
Poster of the French National Railroad,Album-miscellaneous,(Various),(),,,2017(,**Architecture & Design**,2015-05-15T00:00:00
Plate (folio 42) from XXXIII SONNETS,Jean Piaubert,(French),(Male),-1900,-2002,2016,**Prints & Illustrated Books**,2015-05-15T00:00:00
"CIRCE (plate, facing page 274) from ULYSSES",Henri Matisse,(French),(Male),-1869,-1954,2017),**Prints & Illustrated Books**,2015-05-15T00:00:00
"Les forêts de Port Cros (in-text plate, page 16) from Fautrier l'enragé",Jean Fautrier,(French),(Male),-1898,-1964,2016C,**Prints & Illustrated Books**,2015-05-15T00:00:00
UN COIN DE LA RUE SAINT SEVERIN,Eugène Atget,(French),(Male),-1857,-1927,1992S,**Photography**,2015-05-15T00:00:00
Test Stone #2 (Lindbergh) from Booster and 7 Studies,Robert Rauschenberg,(American),(Male),-1925,-2008,2001),**Prints & Illustrated Books**,2015-05-15T00:00:00
Pictorial initial L (page 93) from REVENAR,Max Jiménez,(Costa Rican),(Male),-1908,-1949,2006,**Prints & Illustrated Books**,2015-05-15T00:00:00
from ORPHEUS,Varujan Boghosian,(American),(Male),-1926,,2016),**Prints & Illustrated Books**,2015-05-15T00:00:00
"""Bauhaus 1919-1928,"" The Museum of Modern Art, New York, December 7, 1938-January 30, 1939, Exhibition floor plan",Herbert Bayer,(American),(Male),-1900,-1985,2001S,**Architecture & Design**,2015-05-15T00:00:00
Postal Dossier (Dossier postale),Alighiero Boetti,(Italian),(Male),-1940,-1994,2017,**Prints & Illustrated Books**,2015-05-15T00:00:00
Houses,Paul Strand,(American),(Male),-1890,-1976,2016s,**Photography**,2015-05-15T00:00:00
Hubbe-related Study,Ludwig Mies van der Rohe,(American),(Male),-1886,-1969,2017s,**Architecture & Design**,2015-05-15T00:00:00
"Arbres, Bagatelle",Eugène Atget,(French),(Male),-1857,-1927,2013,**Photography**,2015-05-15T00:00:00
"High-relief #11: Builders. A supervisor (Lev M. Kaplan, b. 1929) and two construction site workers (Tatyana M. Zakharova, b. 1931; Lev N. Smorgon, b. 1929)",Liisa Roberts,(American),(Female),-1969,,2016),**Photography**,2015-05-15T00:00:00
GIUSEPPE GARIBALDI (1807-82),J. Deplanque,(French),(),,,2017s,**Photography**,2015-05-15T00:00:00
In-text plate (folio 35) from THE DONKEY AND THE DARLING,Larry Rivers,(American),(Male),-1923,-2002,2016,**Prints & Illustrated Books**,2015-05-18T00:00:00
Gee!! I Wish I Were a Man,Howard Chandler Christy,(American),(Male),-1872,-1952,2017C,**Architecture & Design**,2015-05-15T00:00:00
Feltron Annual Reports,Nicholas Felton,(American),(Male),-1977,,2017(,**Architecture & Design**,2015-05-19T00:00:00
Gray Instrumentation Id from Gray Instrumentation I,Josef Albers,(American),(Male),-1888,-1976,2016,**Prints & Illustrated Books**,2015-05-19T00:00:00
"Les toits de Paris from the portfolio Bayard: XXV Calotypes, 1842-1850",Hippolyte Bayard,(French),(Male),-1801,-1887,2016),**Photography**,2015-05-19T00:00:00
1903 from the portfolio Color Guard Etcetera,Juan Hidalgo,(Spanish),(Male),-1927,,2017s,**Prints & Illustrated Books**,2015-05-19T00:00:00
Plate (folio 12) from 5 CONSTRUCTIONEN + 5 COMPOSITIONEN,Richard Paul Lohse,(Swiss),(Male),-1902,-1988,2016,**Prints & Illustrated Books**,2015-05-19T00:00:00
PUMPKINS,Inagaki Tomoo,(Japanese),(Male),-1902,-1980,2017C,**Prints & Illustrated Books**,2015-05-19T00:00:00
"Campesino, Venezuela",Dorothea Lange,(American),(Female),-1895,-1965,2017(,**Photography**,2015-05-19T00:00:00
Untitled,Brion Gysin,(American),(Male),-1916,-1986,2016,**Drawings**,2015-05-19T00:00:00
"7 August 2001--7 June 2004 The Museum of Modern Art, New York",Michael Wesely,(German),(Male),-1963,,2017),**Photography**,2015-05-19T00:00:00
"Untitled (Edward and Clara Smith Steichen On Their Honeymoon),",Edward Steichen,(American),(Male),-1879,-1973,2016C,**Photography**,2015-05-19T00:00:00
"Greenwood, Mississippi",William Eggleston,(American),(Male),-1939,,1992S,**Photography**,2015-05-19T00:00:00
"THE CAT METAMORPHOSED INTO A WOMAN (plate 25, 1st supplementary suite) from FABLES",Marc Chagall,(French),(Male),-1887,-1985,2001),**Prints & Illustrated Books**,2015-05-19T00:00:00
Nude,Clarence H. White,(American),(Male),-1871,-1925,2006,**Photography**,2015-05-19T00:00:00
The Star of Bethlehem,Theodore Marston,(American),(Male),-1868,-1920,2016),**Film**,2015-05-19T00:00:00
Untitled (fence and gate),Janusz Lesniak,(Polish),(),-1947,,2001S,**Photography**,2015-05-19T00:00:00
Pr6nt A,Keith Milow,(British),(Male),-1945,,2017,**Prints & Illustrated Books**,2015-05-19T00:00:00
First state of plate 26 (folio 54) from QUATRE HISTOIRES DE BLANC ET NOIR,František Kupka,(Czech),(Male),-1871,-1957,2016s,**Prints & Illustrated Books**,2015-05-19T00:00:00
Dramatic Theme (Thème dramatique) from the portfolio Theater of the Earth (Théâtre du sol) from Phenomena (Les Phénomènes),Jean Dubuffet,(French),(Male),-1901,-1985,2017s,**Prints & Illustrated Books**,2015-05-19T00:00:00
Mai-Mai Sze,Edward Steichen,(American),(Male),-1879,-1973,2013,**Photography**,2015-05-19T00:00:00
"Untitled, plate 8 of 12, from the portfolio, Anatomy",Louise Bourgeois,(American),(Female),-1911,-2010,2016),**Prints & Illustrated Books**,2015-05-20T00:00:00
Untitled from Favorite Objects,Christian Boltanski,(French),(Male),-1944,,2017s,**Prints & Illustrated Books**,2015-05-20T00:00:00
"Ancien hôtel des Juifs, 20 rue Ferdinand-Duval",Eugène Atget,(French),(Male),-1857,-1927,2016,**Photography**,2015-05-20T00:00:00
"Variant of plate from page 256 (supplementary suite, plate 22) from L'ODYSSÉE",Émile Bernard,(French),(Male),-1868,-1941,2017C,**Prints & Illustrated Books**,2015-05-20T00:00:00
"HEAD WITH SEISMIC LINE, plate 25 (supplementary suite) from DREAMS AND PROJECTS",Jean (Hans) Arp,(French),(Male),-1886,-1966,2017(,**Prints & Illustrated Books**,2015-05-20T00:00:00
Surface Series from Currents,Robert Rauschenberg,(American),(Male),-1925,-2008,2016,**Prints & Illustrated Books**,2015-05-20T00:00:00
Colored Rhythm: Study for the Film,Léopold Survage,(French),(Male),-1879,-1968,2016),**Drawings**,2015-05-21T00:00:00
